리뷰내용,추천수
유채꽃폈던 섭지코지,1
태풍이  지나간 후 청명한 가을의 공기가 너무 좋네요.구름사이로 빛내림과 용이 승천하는 듯한...바다색도 너무 아름답고 상쾌합니다.제주는 언제나 와도 늘 그렇듯이...제주살이.제주도민 좋다.^^~♡,1
#산굼부리 #혼자여행 #나만빼고다커플ㅠㅠ #다음엔꼭여친이랑!,1
#이쁜것들 #가시리숙소 #정말조용한 #중산간의매력,1
시원하고 새콤한맛으로 먹었습니다 근데 이가 안좋으신분들은 전복이 큼지막하고 조금 딱딱하다보니 다른걸 추천합니다!!#제주도 #제주도맛집 #제주도음식 #제주여행 #제주도여행 #여행스타그램 #음식스타그램 #음식 #먹스타그램 #맛스타그램 #먹방 #jeju #jejudo #food #foodstagram #travel #backpacking,1
"#제주 #먹거리 #벵디 #돌문어 #덮밥 #구좌읍 #평대리 #맛집 #비쥬얼 #깡패 #매콤 #문어 #식당 #아기자기 #해변제주에서 처음 먹은 저녁이 기억나네요평대리 쪽에 숙소를 잡고 이동이 좀 늦어진 탓에저녁 늦게 도착해서 어디서 먹어야하지날씨도 좋지않아 연 데도 적었던 밤 해안길에 저멀리 보이던 불빛 하나!바로, 벵이란 가게였는데요.정말 비쥬얼 깡패란 말이 어울릴 정도로 예쁜 메뉴들이 가득했어요.시켰던 건, 매콤 돌문어 덮밥과 돼지고기 간장 덮밥!특히 파도치는 모양 같다고 좋아라했던매콤 돌문어 덮밥의 맛이 참 일품이었어요확실히 제주에서 잡힌 돌문어의 쫄깃한 식감이 제대로였던 것 같고요다음에 가면 뿔소라톳 덮밥도 같이 먹어봐야지 하고 있습니다 ^^",1
한참더울때 12시쯤올라가서 정말더워서 내려오고싶었는데 반정도올라오니 내려가기아까워서  끝까지올라가는즁입니다,1
#우도 에 가기 위해 #성산항 으로 갔는데 가면서 탔던 산이름이 #성산일출봉!탁트인 바다와 성산의 절벽이 만나 시원하고 아름다운 모습이었어요! ,1
#새연교 #가족여행,1
#제주도 #제주 #jeju #이호테우해변해수욕장 #이호테우해변 #구름 #바다 #힐링여행 #국내여행,1
너무좋아요^^,1
,1
,1
,1
,1
#더코브호텔 #제주숙박 #제주여행 #스파호텔 #자쿠지호텔 #가족여행 더 코브호텔에서 묵었던 노벨라 룸. 자쿠지가 엄청 컸더랬다 +.+,1
#먹거리#삼화지구#이찌방규동ㅡ 항상친절한곳 ㅎ,1
#제주먹거리#제주맛집#한라산맛집#제주#먹거리#육개장,1
#새우로제파스타#돈가스정식#돈가스존맛#녹는맛#두툼한대도#부들부들#노퍽퍽#베스트돈가스#반한맛#아기자기#인테리어가#취향저격,1
#제주 #카페 #마노르블랑 #팜파스 #수국 #라푼젤 #전등 #아이폰,1
#새화해수욕장 #세화 #구좌 #제주도 #여행 #아이폰,1
날이 좋아 더 좋았던 천지연 폭포. 사진도 잘나오고 가는길도 정원처럼 잘 되있어서 기대했던것 보다 좋았던 곳이다. 폭포가 시원하게 떨어진다. 참 좋다.,1
제주 맛집 그린정 귤도 보고 여러가지 식사도 하고갈치요리를 먹어요 ,1
"와 이거 진짜 맛있어요 저 솔직히 짜장면 짬뽕 탕수육만 먹어봤지 ,,,, 유린기랑 팔진탕면은 처음 먹어봤는데 정말 색다르고 가격도 저렴했어요... 호텔 내부에 있어서 고급스러운데  음식 가격도 너무 저렴하고 유린기 2만5천원에 팔진탕면 15천원 등등 가격이 너무 저렴해서 가성비 있는 느낌? 그리고 쉽게 접할 수 있는 음식이 아니라서 더 만족감이 컸답니다. ... 회사 선배랑 같이 갔는데 서로 술시켜놓고 아무 말없이 먹고왔어요다음에 남자친구오면 새우 요리도 먹어봐야겠어요 여기 새우 완전 야들야들함...진짜 장난아님.. 최고..",1
좋은사람들과 츨거운 가을여행~,1
교래자연휴양림 캠핑장에 안개가 끼면...??,1
제주 올레길 7코스 (천지연/외돌개/대장금 촬영지/선녀탕) 올레길에서 반가운 대장금을 만나니 너무 즐거웠어요 그리고 멀리 외돌개는 너무 멋있어요,1
"여긴 맑은 우도입니다.제주도민이 되기전, 되고 난후 언제 몇번을 와도 너무 예쁘네요.배를 타고 우도를 갈때 마음이 설레고 우도 도착해서 풍경을 다닐땐,마음이 더 설레요.  특히 산호해변은 언제봐도 신비한데, 바다에 있는 모래가 모래가 아닌 산호라서 더 특별하고 더 기억에 남게 되는 것 같습니니다.  더 추워지기전 우도여행 꼭 가보세요! 물론 추운날도 예쁠거지만요.",1
제주도 가족형 리조트 중 단연 최고!,1
"아이와 함께 한 첫 제주도 여행이었는데 특별한 추억을 남길수 있었습니다. 마지막 타임에 참여 했는데 칠흙같이 어두운 밤에 신비하게 반짝이는 반딧불이들과 완전한 고요...^^ 잊지 못할 것 같습니다. 마을 주민분들이 힘을 모아 준비하신 축제라 더 의미있는 것 같다는 생각을 했습니다. (주차: 행사장들어오는 갓길, 표구매: 2시부터 8시까지 판매하지만 일찍 매진되기도합니다. 미리 구매하지 않으면 헛걸음 할 수도 있어요. )",1
#제주도 #한라산 #성판악 #가을여행 정말 한라산 가을산행은 최고!,1
#가을가을한제주#나홀로나무,1
#가을가을한제주#김녕해수욕장,1
#가을가을한제주#키친오즈,1
#가을가을한제주#용눈이오름,1
#가을가을한제주#5.16도로숲터널,1
봄에는 꼭 가야할 제주 녹산로 유채꽃축제~늘 향기로운 제주의 봄날에 유채꽃 사이로 걷다보면 절로 힐링이 되요봄바람이 불면 노란 물결이 흩날려 더욱 아름다운 유채꽃 보러 제주도 봄여행 추천드려요~,1
#제주의봄 #마라도 #섭지코지 너무 좋았던 제주도의 봄 ㅎㅎ 바람도 무지 셌지만 또 따숩고 포근했던 신기한 제주의 봄이었네요 ㅎㅎ,1
"제주도 특산품,감성소품을 한번에 구매가능해서 너무좋아요",1
"곽지과물해변 외부노천탕은 무료 용천수욕을 즐길 수 있는 곳이다. 중간으로는 바다로 물이 빠져나가고, 좌측은 물이 나오는 곳, 우측은 옷 갈아 있는 곳으로 구성되어 있다. 무료지만 깨끗하게 관리되고 있어서 많은 관광객 및 도민들이 여름철에 찾곤한다. 이곳에서는 샴푸, 비누와 같은 각종 목욕용품은 사용 금지.",1
제주 향토음식 몸국,1
방어회,1
#먹거리#,1
친구들과선생님과함께...,1
#제주도 #세화해변 #제주 #여름 #바다 #하늘 #힐링여행,1
해물탕 먹으러 왔다가 엄청 큰 문어에 한번 놀라고 갑니다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 남자친구랑 제주도 여행 갔다가 찐 맛집 발견했네욤 반찬도 푸짐 해물탕 양도 푸짐 맛있어서 첫쨋날 갔다가 둘쨋날에 또 갔어요 갈치조림도 존맛탱,1
정말 저만 아는 맛집인데.. 법원 근처 국수한상 추천합니다!고기국수랑 제육덮밥 먹었는데 진짜 맛있게 잘 먹었어요ㅠㅠㅠ 김치도 사장님이 제주산으로 담그신거라 하는데 진짜 맛있어서..이 김치로 만든 김치찌개도 먹고싶을 정도에요..ㅠㅠ 모르는 사람 없었으면 ㅠㅠㅠ 근처 지나갈때 반드시 가보세요! 후회안하실거에요.,1
어릴때 천지연폭포 방문한적 있는데 너무 멋잇고 시원했어요 폭포볼수있는곳이 많이 없어서 제주도에서 보는 폭포 모습이 너무 인상깊었습니다. 다시한번 가보고싶은곳이에요,1
#테디베어 #곰인형 #가족여행 #테마파크 #제주여행 #제주가족여행 #테디베어사파리 #제주가볼만한곳 제주여행중 너무좋았던곳 아이들과 함께가기 좋은곳이네요~ 이쁘게 잘꾸며져 있고 볼거리가 많아 어른들도 만족하며 즐겁게 구경했네요 인형도많고 사진찍는 포토존이 많아 인생샷을 많이 건졌어요^^좋은 추억남기고 갑니다.다음 제주 여행에도 방문의사 있습니다^^,1
"지난 4월 제주 여행 마지막날. 친구들과 매일 마시는 커피 말고. 속 편한 차 마셔보자며. 공항 근처 찻집 검색해서 방문한 곳이에요. 차 한잔을 정하면, 트레이에 6가지 메뉴가 나오는데. 각각이 다 맛있고, 양이 부담스럽지 않아 만족스러웠어요. 대추차가 너무 맛있어서. 병으로 구매해서 어르신께 선물하니. 아주 좋아하셨어요. 당시에는 공용주차장을 이용했는데. 리뷰 쓰느라 인스타에 검색해보니. 자체 주차장 공사로 차도 여러대 주차할 수 있군요. 여기 소개 받은 지인들이 여름 한정 제주 특산 나스미깡(하귤) 쥬스, 팔삭쥬스 마셨다고 자랑하는데. 정작 저는 맛을 못봐서. 내년 여름에 꼭 다시 가려고 합니다. 1인 한상 차림이 만원 미만이었던 점, 재료 손질부터 모두 손수하셨던 점, 푸근한 분위기와 맛있고 정갈한 차림이 기억납니다.",1
현지인 고기맛집인 제주시 가령로에 있는 제주미담 입니다. 일단 양이 엄청 푸짐합니다. 고기국수 외에도 비빔국수와 순대국도 추천 드립니다.,1
아주좋아요깨끗하고 사장님도 친절하고제주에 놀러가길 잘했다 싶더라구요숙박비는 시설에비해 저렴하다 생각됩니다사장님 또가고 싶네요 대박나세요,1
제주 노루생태관찰원 추천이요노루에게 직접 먹이주는 체험도 할수 있지만 무엇보다 가성비 최고의 관광지에요입장료 1000원먹이료 1000원단돈 2000원이면 행복해 지는 곳이지요.노루도 너무 귀엽고요 보면 힐링이 되지요.먹이주기 체험하고 오름 걷기도 좋답니다.,1
제주시 중앙여고 부근에 위치한 이탈리안레스토랑입니다.,1
1. 제주목관아 2. 관석정,1
제주는 한치잡이 낚시중,1
제주는 수국철이 돌아와 가는곳마다 수국 수국 합니다아직 덜 핀곳도 있어요 6월말 정도되면 제주어느곳을 가던 수국을 볼수 있을거에요,1
산방산. 사계리 수국길,1
쇼핑하고 왔어요~,1
에코랜드는..아이들과  부모님들과  함께해도 좋은곳입니다♡,1
제주시 노형동 방일리공원!,1
"김녕금속공예벽화마을은 마을 곳곳에 철근을 활용한 벽화가 있는 마을로, 해안 절경과 마을 사람들의 삶을 함께 볼 수 있는 곳입니다",1
테디베어박물관,1
아 우도에여,1
설렘 가득한 제주의 봄이 시작되었습니다.모두 제주의 자연이 건네는 위로를 만끽하시기 바랍니다.,1
"제주최고의 가성비 백반정식 맛집~~~ 나만 알고 싶은 집! 이미 아는 사람들은 다 알고 있는 바로 그 집!1인분 7,000원 와~~~7,000원에 제대로 된 제육볶음과 온전한 고등어 한마리구이를 만날 수 있습니다.제주의 최고 착한가게 찾으신다면 혼밥도 가능한 조천의 백리향을 소개합니다.",1
협재해수욕장에서 바라본 노을은 완벽했어요♥? 해가질무렵 ?? #여름 #바다 #제주 #여행,1
시원한 바람 맞이며 서귀포 유람선을 탔습니다.파란하늘도 예쁘고 바다위에서 바라보는 형제섬과주상절리 닮은 암벽도 인상깊었어요.#제주가을,1
아기자기해서 좋았던카페??마을 확장공사 중이였는데 지금쯤 볼꺼리 더 많아졌겠네요^^,1
초등학교 동창들과 함께한 가을 여행 속 방문한 애월 더럭분교,1
#제주도 #곽지해수욕장 #제주 #여름 #바다 #힐링여행,1
#제주도 #이호테우해변 #제주 #바다 #힐링여행 #여름,1
#제주여행#새별오름,1
#전복새우비빔밥#딱새우비빔밥,1
#사려니숲길,1
#수비드스테이크덮밥,1
,1
#여름휴가를 #성세기해수욕장에서 멋지게 보냈어요.그냥 바라만 봐도 힐링이 되는 너무나 #아름다운...#보석이 따로 없어요. 제주도는 어디를 가도 다 멋지고 아름답지만 성세기 해변이 유독 맘을 잡았던건...풍력발전기와 보트가 신비롭게푸른 바다와 어우러져 아름다움을 더했기 때문입니다~^^,1
"#제주바다 #에메랄드바다 #하늘빛 #예쁜바다 #물놀이 제주의 하늘은 참 부럽습니다~ 드넓은 그 하늘빛을 그대로 비춰주는 예쁜 거울이 있으니까요! 바로 협재해수욕장입니다~ 얕은 수심에서 청량한 파도에 해수욕을 해도 즐겁고, 돌틈들 사이로 바다다슬기랑 바다고동을 찾으러 발을 내딛는 것이 너무 시원하고 행복해요~",1
말 공연이 생각보다 멋있었음,1
5월의 제주 바다는 완전 아름답고 눈부셨어요♥함덕 서우봉에서 내려다 본 함덕 바다의 물빛에 반해버렸어요. 하얀 함덕 해변 백사장에서 바라본 바다도 이뻐서 눈을 뗄수가 없었어요. ^-^함덕 해변가를 따라가다보니 해녀상도 보이더라구요.깨끗하고 푸른 바다와 어우러진 함덕 해녀상도 멋졌어요. ^-^아름다웠던 5월의 제주 바다는 절대 잊지못할거에요♥,1
올레3코스 내 신풍목장 입니다,1
10월 가족여행으로 제주도를 선택한 우리가족.. 제주도에 반해버린 우리가족.. 또 가고싶어요..,1
제주도 여행중에~,1
제가 자주가서 간단하게 먹었던 두루치기!육지랑은 생소해서 신기하기도 했답니다~어릴적 느낌나는 식당에서 냠냠,1
치킨의 바삭함과 칼국수의 얼큰함 잊혀지지 않아요!!,1
,1
,1
절벽과 바다가 인상이네요가슴이 뻥 뚫리는듯한반도 지도를 못봤네ㅜㅜ,1
,1
제주 지도에 검색안되는 소금막해변 입니다.,1
우도 진짜 너무좋습니다 ㅎㅎㅎㅎ,1
행원소수력발전소.광어 낚시터로 더 유명한 곳이죠.,1
#해녀박물관 #해녀에대한모든것 #all_about해녀,1
#세화시장 #시장먹거리 #착한가격,1
#세화해변 #잔잔한파도 #시장앞해변,1
#아이가좋아하는 #제주도체험 #제주도코끼리트래킹 #제주여행 #제주공연 #코끼리아저씨,1
#김녕해수욕장,1
이승악오름,1
아름다운 세화해변,1
중문관광단지 내 사진들,1
"곽지에가서 남편은 곽지레저 서프나우에서 서핑배우고 5살,3살 아이들과 저는 바로앞 해변에서 모레놀이하고 놀았네요~서핑하는 바닷가에서 해변이 정말 가까워서 아빠가 서핑하는거 보믄서 애들하고 놀 수 있어서 너무~좋았답니다~^^위치가 너무 좋은 것 같아요! 아빠가 서핑 배우는 모습에 아이들도 신이났답니다~다음엔 아빠한테 해변에서 애들하고 놀라하고 저도 서핑배우러 가야겠어요~ 다른 여자분들 보니 너무 재미나게 타시더군요~  재방문 의사 200%예요~지인들한테도 엄청 소개하고 다닌답니다~ㅍㅎㅎㅎ ",1
아주좋아요.,1
칼라가 아름다운 제주속의 스위스,1
"최고였습니다.??특히 사장님 내외분들 너무 인상들도 좋으시고 친절하십니다. 주변 둘러볼곳이나 산책 코스 맛집등 너무 자세히 잘 설명해 주셔서 제주 여행하는 많은 도움이 되었고, 좋은시간을 보낼수 있었습니다.방도 너무 깔끔하고 아늑한 느낌이였고 따뜻하고 침대도 편해서 편히 휴식을 할 수 있었습니다.펜션 바로앞에 월정리 바다가 있어 산책하기도 최고였습니다.너무 좋은추억 만들고 왔습니다.",1
,1
인생숙소,1
얼떨결에 들른 제주맛집!!,1
새우플레이트와 떡볶이가 유명한데 분위기도 굿굿,1
외국느낌 풀풀여기는 한국,1
제주의 역사와 신화가 한 곳에 있는 돌 문화 공원.,1
제주에는 바다가 전부인줄 알았는데 아룸다운 숲길이 많았어요. 숲의 요정들이 살것같은 비자림!,1
"제주하면 전복, 전복뚝배기! 누룽지까지 맛있게 먹고와서 또 생각나요!",1
"연인들, 친구들이 다정하게 앉아 찍는 월정리 의자:)",1
월정리에서 함께한 라이언이에요:) 바닷바람과 모래바람이 같이 불어서 정신이 없었지만 사진은 예쁘게 나왔어요~!,1
목장에서 먹은 귀여운 우유아이스크림!리얼우유맛 굿!,1
제주에서의 첫 여행지 김녕해변,1
제주를 닮은 귀여운 소품들:),1
여기 너무 아름답다 ~!!!날씨 좋아서 사진 아무거나 찍어도 예뻐??오후에 커피 마시고 해넘이를 기다렸다??,1
제주의 맛있는 여행,1
"★송송김밥★두툼한 계란 지단 덕분에 씹는 순간 부드럽고 촉촉한 식감과 고소한 감칠맛이 올라오는 김밥이예요! 계란 뿐만 아니라 다른 채소들도 잘 어우러져 김밥의 정석과 같은 맛을 이루고 있어요.송송김밥의 위치도 한 몫 하는데요, 가게의 바로 앞은 포구 바다이고 가게에서 10분 정도 걸어가면 함덕해수욕장이 있어 맛있는 풍경도 같이 즐길 수 있어서 좋아요 :)걸어가는 길에 아기자기한 소품샵도 많아 걷는 시간이 지루하지 않으실거예요ㅎㅎ얼른 가을이 와서 함덕해수욕장 잔디공원에 앉아 송송김밥 먹으며 피크닉하고 싶네요!!",1
도두 해안도로 연인들의 사랑속삭임도두카페 힐링삼양해수욕장 맨발걷기제주당카페 무한대성산일출봉 구름운게,1
"말해뭐해,  제주 머슴네의 전복흑대지김밥이 갑",1
바로밥김밥! 스팸김밥이 진리에요.,1
3. 미식제주의 여행은 미식세계를 탐험하는 것입니다그동안 제주를 방문하며 이곳저곳을 바쁘게 돌아다녔죠이젠 조금 늦게 가는 여행이고 싶네요미식을 탐구하며 즐거운 여행! 나의 지금 제주여행 이네요^^,1
"용담동-뽕꼬랑 김밥이요특별한건 없지만 계속 생각나는 김밥맛집.. 동네에선 꽤 유명한 김밥집!요즘 김밥 가격 생각하면 그에 비해서 가성비가 진짜 좋고, 푸짐한게 가장 큰 장점.저는 스팸김밥이 제취향이라 주로 그걸 먹는데 유부김밥, 치즈김밥 등등 먹어본거  다 맛있었습니다. 용담 들릴 일 있으시면 추천드려요!!",1
뜨거운 제주의 여름마저도 힐링입니다. 행복해,1
[제주배짱이70] 추천합니다. 매일 한정 판매로 파는 궁채김밥을 저도 부모님도 제일 맛있게 먹어서 계속 생각이 나더라구요. 그리고 명란김밥과 삼겹살 김밥도 푸짐하고 맛있어요! 재료를 아낌없이 듬뿍 듬뿍 쓰는 곳~,1
"전 국내, 해외 어떤 여행지를 가도 먹는거엔 관심없는 성향인데 “제주또시랑” 이 김밥집은 제주도 갈때마다 찾게되는 집이예요! 나만 알고싶은집이긴 한데 맛있는집은 공유해야겠죠~? 퀄리티, 맛 모든게 갖춰진곳! 안먹어본사람 있어도 한번만 먹어본사람 없을맛!! 일단 가보세요 후회 안할꺼예요~ 적 극 추천합니당",1
"끝없이 펼쳐진 은빛 물결 속에서 바람이 불어와 귓가를 간지럽혔습니다. 탁 트인 시야 저 멀리 오름들이 고요히 솟아 있고, 그 아래 푸른 숲이 드넓게 펼쳐져 눈과 마음을 정화시켜 주었습니다. 도시의 소음과 복잡함은 잠시 잊고, 오직 자연의 숨결만이 가득한 이곳에서 진정한 평온을 찾았습니다. 억새밭 사이로 난 길을 따라 걷는 한 걸음 한 걸음이 온전한 쉼이자 힐링이 되는 순간이었습니다.",1
"제주도에 1년에 한 번 이상 놀러 갔네요. 지인들, 군대동기, 친구들이 제주도에 있어 매년 갔던것 같네요  봄, 여름, 가을 , 겨울 사계절 모두 다녀왔지만 계절마다 느끼는 감정이 다르지만 개인적으로 아름다운 바닷가 둘레길을 걸었던 가을이 제일 좋았던것 같아요. 아쉽게도 폰에 가을사진이 저장이 안되어 업로드는 하지 못했네요^^",1
다가미 김밥이요일단 엄청 크고 한입에 넣고 씹으면 아주 맛있어요 입 작은 사람은 한입에 다 안들어갈지도..화우쌈김밥 존맛탱..! 떡갈비랑 마늘이랑 이것저것들어가는데 자꾸 생각나는 맛이에요.. 김밥 반줄만 먹어도 든든함..,1
3. 미식제주도는 제주도만의 특색있는 음식이 많아 좋아요,1
#힐링 #혼자떠나는여행 #우도가주는쉼 #혼자여도행복해 #우도최고의여행지 #해외부럽지않아 ,1
참맛나김밥제주도 갈때마다 공항가면 포장해서 이동해요~ 진짜 갈때마다 느끼는거지만 내용물 꽉꽉 차 있고 너무 맛있어요. 김밥이 재료는 다 비슷한데 어쩜 이리도 맛이 다른지.. 주위 지인들한테도 다 추천했는데 모두 엄지척 했다는! :),1
인공적인거 안들어가서 어린 애기도 먹을수있고 여기서만 만든 맛도 있어요 공항이랑도 가깝네요,1
"[2.미식] 저는 제주 여행을 하면 늘 시장부터 가요. 여행에서 가장 오래 기억에 남는 건 결국 ‘맛’이라고 생각하거든요. 모슬포중앙시장에서 먹었던 시원한 물회는 아직도 생각나고, 성게김밥이나 흑임자 쑥찐빵처럼 제주에서만 맛볼 수 있는 음식은 잊을 수 없어요. 뜨끈한 순댓국도 여름에 오히려 힘이 나서 좋더라고요. 이렇게 시장에서 만나는 제주의 소울푸드가 제 여행의 가장 큰 행복입니다!! :) ",1
오는정김밥 !!!!,1
나무향 배여진 고기맛과 함께이런저런 이야기들과 술과..제주에서 한 때의 시간이 참 맛스러우셨길 바란다내게도 가물거렸던 20년 전 미정님의 얼굴과 표정이이 고운 미소속에서 피어지고 있으니이제 이 미소로써 그 님이 기억될 것이다 오늘 아침에 나리채를 떠나며일행중 한 분께서 적어놓고 가신 이 따스한 마음과 함께..^^*,1
굿 맛있어요,1
비짓제주 구독 서비스 너무 좋아요! ??제주 소식이 똑똑??하게 도착해서여행 계획 짜기가 훨씬 쉬워졌어요 ????예쁜 사진에 꿀팁까지 가득! ????구독만 해도 제주가 더 가까워지는 기분이에요! ??비짓제주 덕분에 오늘도 힐링 완료~????,1
"4. 비짓제주패스 : ‘비짓제주’는 이미 제주관광과 관련된 브랜드로 인지도가 있어서 익숙한 느낌을 주네요. ‘패스’라는 단어를 더해, 제주 여행을 위한 특별한 인증서라는 의미도 분명해지는 것 같습니다. 여행객 입장에서 봤을 때, 관광지 입장권이나 할인 혜택과 쉽게 연결되기 때문에 실용적인 이름인 것 같아 선택했습니다.",1
4번 투표합니다!,1
비짓 제주 서비스 오픈을 축하합니다제주 축제 및 행사 정보를 한눈에 확인할 수 있어서 편리합니다,1
디지털관광증 빨리 시행됐으면 좋겠네요. 대한민국 관광의 랜드마크라고 할 수 있는 제주를 더욱 편리하고 알뜰하게 여행할 수 있을것 같아서 기대가 큽니다. 특히 멤버쉽이 특별히 더 궁금합니다. 투어패스와 관광지 할인에 멤버쉽을 어떻게 적용해서 여행객들에게 편의와 할인등이 제공될지 궁금합니다. 그리고 축제와 행사 바로가기 너무 간편하게 이용할 수 있게 되서 좋네요. 마지막으로 지도도 쉽게 다운받아서 볼 수 있는것도 너무 좋아요^^ 비짓제주 구독은 참 잘한것 같습니다!! ,1
제주도 진짜 좋아해서 계절 바뀔 때마다 가는 사람인데요 이런 알림 서비스 너무 반가워요^^ 새로운 소식 찾아보는 것도 은근 손이 많이 갔는데 이제는 카톡으로 쉽게 볼 수 있다니 더 자주 들여다보게 될 것 같아요. 비짓제주 덕분에 또 제주가 가까워지는 느낌이에요!,1
매달의 추천테마 알려주는거 넘 기대되요! 제주여행을 사랑하는 저에게 새롭고 신선한 소식을 알아서 알려준다니 넘 좋네요?? 구독서비스 응원합니다 ??,1
비짓제주 구독 서비스 오픈을 축하드립니다! 이제 더욱 가까이 비짓제주를 만나볼 수 있어 너무 기대되고 좋네요~ 앞으로도 더욱 적극적으로 소통하는 비짓제주 되시길 응원하겠습니다^^!,1
2025년도에는 비짓제주가 계획했던 목표들이 순조롭게 진행되기를 진심을 담아 기원합니다늘 응원할께요????????????????,1
정답: 나우나 ♥?,1
정답!! 나우다 //디지털 관광증 이라니 정말 기대되는데요?! 먹거리 할인 많이 되었으면 좋긴 하겠어요!!,1
나우다 ~ 아기랑 첫 제주여행 기대만빵~~^^,1
정답: 나우다다음주에 제주도 가요^^ 제주도 기대되요!,1
#제주나미송나.미.송 정원과 음악실을 찾아와 노래를 들려주시고 함께 노시는 통기타 가객분들께선나미송의 벗님들이시고..^^*,1
나우다,1
제주여행정보의 종합플랫폼으로서 비짓제주의 구독서비스 오픈을 축하드립니다 아무쪼록 제주여행의 큰 구심점이 되는 공간이 되면 좋게습니다 감사합니다,1
나우다,1
나우다??????부모님이 제주도 분들이셔서 방학이랑 명절 때마다 제주도 갑니당~ 근데 정작 가면 할머니댁이랑 외할머니댁에만 있어서 제주도 관광은 많이 못 해봤네요 ㅠㅠ 앞으로는 제가 어른들 모시고 많이 놀러다닐까해요~,1
은갈치김밥 진짜 제주 갈 때마다 먹는데 최고... 비싸지만 비싼 만큼 맛있고 이거 먹고 싶어서 제주 간 적도 있스니다. 케데헌 인기 타고 지금 김밥 열풍 더 크게 불 것 같은데 제주비짓이 제주도의 특색 있는 김밥집들 세계에 널리 알려 주시길 바라겠습니다. :),1
"제주에 살면서 여러 김밥을 먹어봤지만, 또시랑 돌담김밥은 진짜 자주 찾게 되는 인생 김밥이에요??불향 가득 입힌 흑돼지가 듬뿍 들어가 있어서 한입 먹을 때마다 풍미가 다르고, 밥이랑 고기 조화가 좋아서 전혀 물리지 않더라구요??처음 먹었을 때부터 ‘이건 찐이다’ 싶었는데, 지금은 특별한 날뿐만 아니라 가족끼리 간단히 먹고 싶을 때도 꼭 찾게 돼요.호불호 없는 맛이라 친구들이 제주에 놀러오면 자신 있게 추천하는 메뉴고, 다들 먹자마자 반해버려서 또 주문하게 되더라구요??제주에 살면서도 계속 생각나고 자주 찾게 되는 김밥, 제 기준 진짜 원탑입니다?",1
케데헌 너무 재미있게 봤습니다!! 제주시 김밥맛집 추천합니다! K-김밥??남춘식당 김밥 추천합니다 도민맛집????,1
"삼양동에 숨은 맛집인 머깨비네~~ 김밥이 항상 생각나는 감밥이에요. 밥부터가 달라서인지 집에서 엄마가 해주신밥처럼 압력밥이라서인지 쫀득이는 감칠맛에 빵빵하게 터질듯한, 아까지 않은 속재료가 엄마가 해주신 김밥처럼 항상 먹을때마다 나를 생각하ㅐ서 만들어 주신것 같아 웃음짓게 되더라구요.즉석에서 만들어주시기도 하고 항상 친절하시기도해요.특히 남자 사장님의 구수한 제주도 사투리에 빵빵 터집니다. 그래서 인지 자주 찾게되는 맛인것 같아요. 다른 깁밥도 막나지만 저는 ㅌ특히 참치가 좋더라구요.^^ 술술 넘어가서 물이 필요가 없어용.^^",1
4.힐링 시끄러운 도시에서 벗어나 조용하게 바다 보거나 등산 하거나 혼자 힐링 여행 넘 좋아요♡#힐링 #여름 #제주여행,1
저는 3. 미식을 선택했습니다!여행을 가면 그 지역에서만 맛볼 수 있는 음식들을 즐기는 게 가장 큰 행복이에요.특히 제주는 신선한 해산물부터 특색 있는 로컬 음식까지 다양해서 식사 하나하나가 여행의 추억으로 남는 것 같아요 ????맛있는 음식을 통해 제주만의 문화와 분위기를 더 깊게 느낄 수 있다는 점이 매력적입니다.,1
"제주 김밥 맛집이요? 바로 바로 바로~~ 한라산! 정상에서 먹는 김밥은 (상하지만 않으면) 무조건 꿀맛이죠. ^^ 육지 사람인 저는 전날 밤 편의점에서 구입해서 가져가기도 하지만, 제주 인친님이 집김밥 선물을 해주셨을 때... 진짜 맛나게 먹었네요. 다음달에도 제주도 김밥맛집 한라산 오르러 갑니다.",1
서귀포 효돈 작은 김밥 가게 지노김밥에가면 흔히볼수없는나물김밥을 맛볼 수 있어요취나물 톳나물 고사리 깻순(?)당근 우엉 계란이 기본인데 계란을빼고먹으면 완젼 채식!! 고소하고 든든하고 너무 맛있어요,1
최근 알게된 김밥맛집 <단무지김밥> 제주여고앞에 있어요ㅎㅎ 에그롤김밥과 기본김밥에 계란이 듬뿍! 에그롤김밥엔 단무지와 계란말이만 들어있는데도 왜 이렇게 맛있을까요?!^^ ,1
제주 갔을 때 꼭 다시 가고 싶은 곳은 삼다김밥이에요. 일반 김밥이 아니라 현지 재료로 만든 특색 있는 메뉴가 많아서 먹는 재미가 있더라고요. 특히 흑돼지 김밥은 진짜 제주에서만 맛볼 수 있는 느낌이라 강추해요.,1
"참맛나김밥 추천합니다. 기본김밥부터 참치,치즈,멸치 등등 다 맛있구요. 포장도 많이 하는데 저는 열무국수랑 같이 매장에서 먹는 것도 선호하는 편입니다~ 예전엔 골목에 있다가 넓은 곳으로 이전해서 들러서 먹기에도 좋아요. 제주여행의 시작은 무조건 참맛나김밥!! ^_________^",1
김정자 김밥 정성스럽게 김밥을 말아 판매하는 곳 여행시 오가며 편하게 사먹을 수있어 좋아요. ,1
